Year,Variable,Country,Unit,PowerCode,Value
2011,Gross Increment,Lithuania,Cubic metres,Thousands,14890.0
2012,Gross Increment,Lithuania,Cubic metres,Thousands,15440.0
2013,Gross Increment,Lithuania,Cubic metres,Thousands,15750.0
2014,Gross Increment,Lithuania,Cubic metres,Thousands,16260.0
2015,Gross Increment,Lithuania,Cubic metres,Thousands,16800.0
2016,Gross Increment,Lithuania,Cubic metres,Thousands,17220.0
2017,Gross Increment,Lithuania,Cubic metres,Thousands,17940.0
2007,Net change,Lithuania,Cubic metres,Thousands,1820.0
2008,Net change,Lithuania,Cubic metres,Thousands,1610.0
2009,Net change,Lithuania,Cubic metres,Thousands,2160.0
2010,Net change,Lithuania,Cubic metres,Thousands,3100.0
2011,Net change,Lithuania,Cubic metres,Thousands,3800.0
2012,Net change,Lithuania,Cubic metres,Thousands,4430.0
2013,Net change,Lithuania,Cubic metres,Thousands,4770.0
2014,Net change,Lithuania,Cubic metres,Thousands,4710.0
2015,Net change,Lithuania,Cubic metres,Thousands,4940.0
2016,Net change,Lithuania,Cubic metres,Thousands,4750.0
2017,Net change,Lithuania,Cubic metres,Thousands,5180.0
2007,Intensity of use of forest resources,Lithuania,Ratio,Units,0.706
2008,Intensity of use of forest resources,Lithuania,Ratio,Units,0.701
2009,Intensity of use of forest resources,Lithuania,Ratio,Units,0.66
2010,Intensity of use of forest resources,Lithuania,Ratio,Units,0.602
2011,Intensity of use of forest resources,Lithuania,Ratio,Units,0.5660000000000001
2012,Intensity of use of forest resources,Lithuania,Ratio,Units,0.552
2013,Intensity of use of forest resources,Lithuania,Ratio,Units,0.546
2014,Intensity of use of forest resources,Lithuania,Ratio,Units,0.565
2015,Intensity of use of forest resources,Lithuania,Ratio,Units,0.568
2016,Intensity of use of forest resources,Lithuania,Ratio,Units,0.601
2017,Intensity of use of forest resources,Lithuania,Ratio,Units,0.591
2010,Net Increment,Latvia,Cubic metres,Thousands,19680.0
2011,Net Increment,Latvia,Cubic metres,Thousands,19680.0
2012,Net Increment,Latvia,Cubic metres,Thousands,19680.0
2013,Net Increment,Latvia,Cubic metres,Thousands,19680.0
2014,Net Increment,Latvia,Cubic metres,Thousands,19680.0
2015,Net Increment,Latvia,Cubic metres,Thousands,19700.0
2007,Net Increment,Lithuania,Cubic metres,Thousands,10870.0
2008,Net Increment,Lithuania,Cubic metres,Thousands,10620.0
2009,Net Increment,Lithuania,Cubic metres,Thousands,10750.0
2010,Net Increment,Lithuania,Cubic metres,Thousands,11030.0
2011,Net Increment,Lithuania,Cubic metres,Thousands,11470.0
2012,Net Increment,Lithuania,Cubic metres,Thousands,12130.0
2013,Net Increment,Lithuania,Cubic metres,Thousands,12490.0
2014,Net Increment,Lithuania,Cubic metres,Thousands,12970.0
2015,Net Increment,Lithuania,Cubic metres,Thousands,13580.0
2016,Net Increment,Lithuania,Cubic metres,Thousands,14120.0
2017,Net Increment,Lithuania,Cubic metres,Thousands,14820.0
2012,Natural losses,Belgium,Cubic metres,Thousands,270.151
2012,Net change,Belgium,Cubic metres,Thousands,-725.873
