Country,Year,Variable,Unit,Value
Estonia,2010,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Percentage,86.5
Estonia,2011,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Percentage,86.7
Estonia,2012,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Percentage,86.8
Estonia,2013,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Percentage,87.2
Estonia,2014,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Percentage,87
Estonia,2015,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Percentage,87.6
Estonia,2016,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Percentage,87.8
Estonia,2017,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Percentage,87.9
Israel,1980,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Percentage,80.5
Israel,2000,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Percentage,94.3
Israel,2005,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Percentage,97
Israel,2010,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Percentage,98.1
Israel,2011,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Percentage,98.2
Israel,2012,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Percentage,98.5
Israel,2013,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Percentage,98.8
Israel,2014,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Percentage,98.9
Israel,2015,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Percentage,99
Israel,2016,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Percentage,99
Israel,2017,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Percentage,99
Slovenia,2000,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Percentage,71.4
Slovenia,2005,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Percentage,85.1
Slovenia,2010,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Percentage,86.9
Slovenia,2011,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Percentage,89.6
Slovenia,2012,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Percentage,88.9
Slovenia,2013,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Percentage,90.3
Slovenia,2014,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Percentage,90.5
Slovenia,2015,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Percentage,91.7
Slovenia,2016,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Percentage,92
Slovenia,2017,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Percentage,95.7
Austria,2000,Connected to a wastewater treatment plant without treatment,Percentage,0
Austria,2010,Connected to a wastewater treatment plant without treatment,Percentage,0
Austria,2012,Connected to a wastewater treatment plant without treatment,Percentage,0
Austria,2014,Connected to a wastewater treatment plant without treatment,Percentage,0
Austria,2016,Connected to a wastewater treatment plant without treatment,Percentage,0
Belgium,2000,Connected to a wastewater treatment plant without treatment,Percentage,23.83259964
Belgium,2005,Connected to a wastewater treatment plant without treatment,Percentage,19.60329819
Belgium,2010,Connected to a wastewater treatment plant without treatment,Percentage,7.25
Belgium,2011,Connected to a wastewater treatment plant without treatment,Percentage,7.24
Belgium,2012,Connected to a wastewater treatment plant without treatment,Percentage,7.22
Belgium,2013,Connected to a wastewater treatment plant without treatment,Percentage,16.43
Belgium,2014,Connected to a wastewater treatment plant without treatment,Percentage,15.44
Belgium,2015,Connected to a wastewater treatment plant without treatment,Percentage,14.26
Belgium,2016,Connected to a wastewater treatment plant without treatment,Percentage,5.9
Belgium,2017,Connected to a wastewater treatment plant without treatment,Percentage,5
Czech Republic,2000,Connected to a wastewater treatment plant without treatment,Percentage,2.4
Czech Republic,2005,Connected to a wastewater treatment plant without treatment,Percentage,2.4
Czech Republic,2010,Connected to a wastewater treatment plant without treatment,Percentage,2.4
Czech Republic,2011,Connected to a wastewater treatment plant without treatment,Percentage,2.4
Czech Republic,2012,Connected to a wastewater treatment plant without treatment,Percentage,0
Czech Republic,2013,Connected to a wastewater treatment plant without treatment,Percentage,0
Czech Republic,2014,Connected to a wastewater treatment plant without treatment,Percentage,0
Czech Republic,2015,Connected to a wastewater treatment plant without treatment,Percentage,0
Czech Republic,2016,Connected to a wastewater treatment plant without treatment,Percentage,0
Czech Republic,2017,Connected to a wastewater treatment plant without treatment,Percentage,-0.1
Denmark,1970,Connected to a wastewater treatment plant without treatment,Percentage,40.47999954
Denmark,2000,Connected to a wastewater treatment plant without treatment,Percentage,0
Denmark,2010,Connected to a wastewater treatment plant without treatment,Percentage,0
Denmark,2011,Connected to a wastewater treatment plant without treatment,Percentage,0
Denmark,2012,Connected to a wastewater treatment plant without treatment,Percentage,0
Denmark,2013,Connected to a wastewater treatment plant without treatment,Percentage,0
Denmark,2014,Connected to a wastewater treatment plant without treatment,Percentage,0
Denmark,2015,Connected to a wastewater treatment plant without treatment,Percentage,0
Denmark,2016,Connected to a wastewater treatment plant without treatment,Percentage,0
Denmark,2017,Connected to a wastewater treatment plant without treatment,Percentage,0
Finland,1970,Connected to a wastewater treatment plant without treatment,Percentage,26
Finland,1980,Connected to a wastewater treatment plant without treatment,Percentage,4
Finland,2000,Connected to a wastewater treatment plant without treatment,Percentage,0
Finland,2010,Connected to a wastewater treatment plant without treatment,Percentage,0
Finland,2011,Connected to a wastewater treatment plant without treatment,Percentage,0
Finland,2012,Connected to a wastewater treatment plant without treatment,Percentage,0
Finland,2013,Connected to a wastewater treatment plant without treatment,Percentage,0
Finland,2014,Connected to a wastewater treatment plant without treatment,Percentage,0
France,2010,Connected to a wastewater treatment plant without treatment,Percentage,0
France,2011,Connected to a wastewater treatment plant without treatment,Percentage,0
France,2012,Connected to a wastewater treatment plant without treatment,Percentage,0
France,2013,Connected to a wastewater treatment plant without treatment,Percentage,0.099998474
France,2014,Connected to a wastewater treatment plant without treatment,Percentage,0
France,2015,Connected to a wastewater treatment plant without treatment,Percentage,0
France,2016,Connected to a wastewater treatment plant without treatment,Percentage,0
Germany,2010,Connected to a wastewater treatment plant without treatment,Percentage,0
Germany,2011,Connected to a wastewater treatment plant without treatment,Percentage,0
Germany,2012,Connected to a wastewater treatment plant without treatment,Percentage,0
Germany,2013,Connected to a wastewater treatment plant without treatment,Percentage,0
Germany,2014,Connected to a wastewater treatment plant without treatment,Percentage,0
Germany,2015,Connected to a wastewater treatment plant without treatment,Percentage,0
Germany,2016,Connected to a wastewater treatment plant without treatment,Percentage,2.87
Greece,2010,Connected to a wastewater treatment plant without treatment,Percentage,0
Greece,2011,Connected to a wastewater treatment plant without treatment,Percentage,0
Greece,2012,Connected to a wastewater treatment plant without treatment,Percentage,0
Greece,2013,Connected to a wastewater treatment plant without treatment,Percentage,0
Greece,2014,Connected to a wastewater treatment plant without treatment,Percentage,0
Hungary,1970,Connected to a wastewater treatment plant without treatment,Percentage,15
Hungary,1980,Connected to a wastewater treatment plant without treatment,Percentage,17
Hungary,2000,Connected to a wastewater treatment plant without treatment,Percentage,17.61289902
Hungary,2005,Connected to a wastewater treatment plant without treatment,Percentage,0
Hungary,2010,Connected to a wastewater treatment plant without treatment,Percentage,0
Hungary,2011,Connected to a wastewater treatment plant without treatment,Percentage,0
Hungary,2012,Connected to a wastewater treatment plant without treatment,Percentage,0
Hungary,2013,Connected to a wastewater treatment plant without treatment,Percentage,0
Hungary,2014,Connected to a wastewater treatment plant without treatment,Percentage,0.002592943
